type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
CASH_OUT,492650.99,C1452407422,364535.73,0.0,C450985737,612007.43,1104658.42,0,0
PAYMENT,2785.88,C1791467267,108845.0,106059.12,M1749365243,0.0,0.0,0,0
CASH_IN,253834.3,C2108284831,6305016.91,6558851.22,C605614979,428395.13,174560.83,0,0
TRANSFER,288202.73,C2141650109,0.0,0.0,C1004561957,766485.18,1054687.91,0,0
CASH_OUT,193935.74,C1069372849,20822.0,0.0,C186268754,405050.16,598985.9,0,0
TRANSFER,518142.05,C599184522,21124.0,0.0,C494988036,32607.08,943957.26,0,0
CASH_OUT,108176.71,C764444809,42629.25,0.0,C789995759,988694.3,1096871.01,0,0
CASH_IN,58006.33,C1010605227,11549.0,69555.33,C1252543718,591.77,0.0,0,0
CASH_IN,226273.35,C583508200,1431190.36,1657463.72,C1777225585,1405829.35,1571013.22,0,0
CASH_OUT,229867.07,C726166640,0.0,0.0,C122337935,1496128.0,1725995.07,0,0
CASH_IN,382145.54,C1579098715,2226561.33,2608706.87,C1238114041,387440.79,5295.25,0,0
CASH_IN,38758.94,C223847202,485215.11,523974.05,C413839549,158662.81,119903.87,0,0
CASH_IN,118689.67,C1533247644,38049.0,156738.67,C48387018,0.0,0.0,0,0
CASH_OUT,345149.57,C77546718,12772.0,0.0,C1646675169,0.0,417081.18,0,0
PAYMENT,4776.97,C1686147556,98089.45,93312.49,M457168481,0.0,0.0,0,0
PAYMENT,5119.03,C1425319551,0.0,0.0,M1858245363,0.0,0.0,0,0
PAYMENT,1327.69,C2082978520,35099.38,33771.69,M1937889538,0.0,0.0,0,0
PAYMENT,13855.73,C824640943,171835.45,157979.72,M322127787,0.0,0.0,0,0
TRANSFER,15474.86,C1628121696,131570.0,116095.14,C583407869,1705626.81,1721101.67,0,0
CASH_OUT,271166.95,C2057056321,303.0,0.0,C232148481,188960.05,460126.99,0,0
PAYMENT,2732.46,C794650148,956771.0,954038.54,M116105203,0.0,0.0,0,0
PAYMENT,7656.38,C1980071814,102054.0,94397.62,M1813122722,0.0,0.0,0,0
PAYMENT,1807.88,C1526698884,511.0,0.0,M877700186,0.0,0.0,0,0
PAYMENT,2734.63,C264726281,28198.0,25463.37,M1673251376,0.0,0.0,0,0
PAYMENT,586.66,C1808856093,9590.0,9003.34,M206367086,0.0,0.0,0,0
CASH_OUT,19293.98,C906946427,646.0,0.0,C481815603,397385.58,416679.56,0,0
TRANSFER,187002.09,C185953587,0.0,0.0,C1877976610,1279154.27,1466156.36,0,0
CASH_OUT,189042.57,C643692126,117856.0,0.0,C113176192,0.0,189042.57,0,0
CASH_OUT,160313.74,C999206825,0.0,0.0,C565632321,2483055.58,2643369.32,0,0
CASH_OUT,36823.15,C1166569147,37418.46,595.32,C1836054872,135196.91,172020.06,0,0
CASH_OUT,36918.07,C1938234208,81698.0,44779.93,C1893997614,510941.32,547859.39,0,0
CASH_OUT,562059.33,C408782149,222157.0,0.0,C2112633158,50971.13,613030.46,0,0
CASH_OUT,29653.89,C159224487,28160.5,0.0,C469416331,1482565.47,1512219.36,0,0
PAYMENT,15788.65,C1624282988,40097.0,24308.35,M712696638,0.0,0.0,0,0
CASH_OUT,51194.87,C476631544,0.0,0.0,C1789747996,335390.35,386585.22,0,0
PAYMENT,16276.06,C245245662,0.0,0.0,M436270561,0.0,0.0,0,0
PAYMENT,12831.94,C1175758428,0.0,0.0,M246646397,0.0,0.0,0,0
TRANSFER,340499.53,C1627806745,0.0,0.0,C875222405,5432082.57,5772582.1,0,0
CASH_OUT,352285.1,C1886594630,10587.0,0.0,C2136909317,67171.93,849493.16,0,0
PAYMENT,9963.03,C1083424854,53.0,0.0,M43926344,0.0,0.0,0,0
CASH_OUT,178500.01,C1419732243,0.0,0.0,C1752911658,277839.98,556624.28,0,0
CASH_OUT,77659.56,C1851204667,71348.0,0.0,C1010298099,36589.01,114248.56,0,0
PAYMENT,15449.63,C1027833909,232.0,0.0,M417439559,0.0,0.0,0,0
PAYMENT,9072.97,C1887810584,0.0,0.0,M904635182,0.0,0.0,0,0
PAYMENT,15094.65,C960123722,20265.0,5170.35,M760052199,0.0,0.0,0,0
CASH_IN,48745.19,C868282498,1379730.8,1428475.99,C1482284789,127354.74,78609.54,0,0
CASH_OUT,352457.37,C2144413317,0.0,0.0,C1208324088,3556532.51,3908989.88,0,0
CASH_OUT,947.46,C491169802,0.0,0.0,C1282545317,5095545.53,5096492.98,0,0
TRANSFER,1287865.93,C1390375306,910048.63,0.0,C1281761737,11141107.92,12428973.85,0,0
PAYMENT,17527.83,C1844974711,0.0,0.0,M1233692152,0.0,0.0,0,0
PAYMENT,19646.0,C1803044691,32047.0,12401.0,M686459096,0.0,0.0,0,0
PAYMENT,1673.14,C1912348782,167131.02,165457.88,M1104230199,0.0,0.0,0,0
PAYMENT,5662.95,C834798627,166876.0,161213.05,M1342567896,0.0,0.0,0,0
PAYMENT,18985.96,C904710085,123048.41,104062.44,M764858504,0.0,0.0,0,0
CASH_OUT,84061.19,C1281673953,0.0,0.0,C1706041063,5694871.61,5778932.8,0,0
CASH_OUT,15578.35,C2083067878,59598.0,44019.65,C1438896100,209051.49,56433.79,0,0
CASH_IN,207298.32,C144335034,16462.0,223760.32,C1311521152,209492.83,2194.51,0,0
CASH_IN,110372.6,C1623830051,24828489.94,24938862.55,C341304964,454641.82,344269.22,0,0
CASH_OUT,52170.81,C290573643,41521.0,0.0,C1407785010,0.0,52170.81,0,0
PAYMENT,10090.21,C1808174901,0.0,0.0,M71822615,0.0,0.0,0,0
CASH_OUT,197796.6,C347482753,248166.0,50369.4,C184179054,180568.46,378365.06,0,0
CASH_OUT,72028.42,C1397822274,0.0,0.0,C1808988586,188445.03,260473.45,0,0
CASH_IN,34690.13,C1842795255,7758634.27,7793324.4,C1117931321,3336821.77,3302131.64,0,0
CASH_OUT,4355.8,C1707072942,24959.0,20603.2,C2119684067,671047.49,675403.28,0,0
PAYMENT,2539.61,C541860386,10471.0,7931.39,M154865805,0.0,0.0,0,0
PAYMENT,8389.11,C876125793,8047.62,0.0,M1225195619,0.0,0.0,0,0
CASH_OUT,512795.19,C1234555894,13576.0,0.0,C747259902,14578.36,527373.55,0,0
PAYMENT,5391.21,C1284571436,0.0,0.0,M1239452990,0.0,0.0,0,0
PAYMENT,12045.27,C1105145422,0.0,0.0,M366880933,0.0,0.0,0,0
PAYMENT,26071.58,C1681384027,142651.0,116579.42,M581452697,0.0,0.0,0,0
PAYMENT,9711.07,C2108222571,51280.0,41568.93,M1109741891,0.0,0.0,0,0
CASH_OUT,156021.0,C824054674,0.0,0.0,C506600558,1113269.68,1473887.19,0,0
CASH_OUT,279334.34,C119455577,0.0,0.0,C1286615126,1219629.49,1498963.83,0,0
PAYMENT,13183.74,C900268446,9006.0,0.0,M1946259044,0.0,0.0,0,0
CASH_OUT,33030.09,C316192382,39669.0,6638.91,C120217082,229854.73,262884.81,0,0
PAYMENT,476.58,C1604187969,217177.85,216701.27,M1977091633,0.0,0.0,0,0
CASH_IN,153290.19,C75827169,21540377.74,21693667.93,C686086956,807786.61,654496.42,0,0
CASH_OUT,181285.82,C675873787,0.0,0.0,C425134779,1038999.14,1220284.97,0,0
PAYMENT,4865.79,C1255477042,180079.23,175213.44,M612456130,0.0,0.0,0,0
CASH_OUT,10621.9,C1565075303,458560.8,447938.9,C677267519,1944259.16,1954881.06,0,0
TRANSFER,442069.17,C1544541186,164230.46,0.0,C1577341991,914685.18,1356754.35,0,0
TRANSFER,414915.99,C1436267130,0.0,0.0,C1674390925,572079.9,986995.89,0,0
CASH_IN,11628.49,C1819732135,11745567.34,11757195.83,C786113584,1682989.06,1671360.57,0,0
CASH_OUT,17386.05,C1111875063,0.0,0.0,C1482365485,2959290.41,2976676.46,0,0
CASH_IN,26977.96,C1082513360,10343734.67,10370712.64,C1748710660,870000.19,843022.22,0,0
TRANSFER,671342.88,C1298373007,0.0,0.0,C1733153973,6118862.54,6790205.42,0,0
PAYMENT,13023.29,C1514666586,0.0,0.0,M611189274,0.0,0.0,0,0
PAYMENT,8100.85,C704971532,11571.0,3470.15,M1502879305,0.0,0.0,0,0
TRANSFER,161541.46,C639214461,475.0,0.0,C954697228,6860683.47,7022224.93,0,0
CASH_IN,15689.07,C1882149685,18435.0,34124.07,C858994871,134359.63,118670.56,0,0
CASH_OUT,361775.23,C1688851718,749.0,0.0,C10592420,230881.98,592657.21,0,0
CASH_IN,502418.84,C2006167855,5570896.95,6073315.78,C1279736712,4963013.21,4460594.38,0,0
CASH_OUT,442253.0,C264621489,72576.0,0.0,C1576584025,944497.42,1386750.42,0,0
CASH_OUT,37201.62,C917196085,102119.0,64917.38,C1463118148,938548.45,975750.08,0,0
CASH_IN,140697.03,C663604501,805658.52,946355.56,C1908732023,2292763.85,2152066.81,0,0
PAYMENT,2215.61,C85984908,0.0,0.0,M2049895971,0.0,0.0,0,0
PAYMENT,4783.91,C2064709169,28121.0,23337.09,M1480819233,0.0,0.0,0,0
CASH_OUT,231754.46,C2104751356,92081.0,0.0,C1274500970,0.0,231754.46,0,0
CASH_OUT,271158.19,C1183420998,272988.0,1829.81,C1925581750,0.0,271158.19,0,0
CASH_OUT,52942.49,C1980714286,8063.0,0.0,C695464317,13585112.25,13638054.74,0,0
PAYMENT,11770.15,C1653182621,3249.48,0.0,M682205961,0.0,0.0,0,0
PAYMENT,3463.09,C1930261811,200735.8,197272.7,M1682020946,0.0,0.0,0,0
PAYMENT,13365.58,C1553548125,4898.21,0.0,M127134271,0.0,0.0,0,0
PAYMENT,11183.97,C469175847,0.0,0.0,M409431301,0.0,0.0,0,0
CASH_OUT,175619.16,C1488806059,21138.0,0.0,C1546672086,0.0,175619.16,0,0
CASH_IN,75442.77,C1028089528,7228609.72,7304052.48,C1547261208,391659.58,316216.82,0,0
TRANSFER,47239.01,C856513692,0.0,0.0,C293709482,577972.81,625211.82,0,0
CASH_OUT,83817.36,C649838812,477975.2,394157.84,C699115483,745730.1,829547.46,0,0
CASH_OUT,183897.61,C684175624,0.0,0.0,C2019050755,359940.1,543837.72,0,0
CASH_OUT,47325.95,C252058980,16625.0,0.0,C1121579878,5905540.45,5952866.39,0,0
PAYMENT,25321.65,C497313335,101745.0,76423.35,M80146168,0.0,0.0,0,0
PAYMENT,1190.53,C194079377,0.0,0.0,M488456715,0.0,0.0,0,0
PAYMENT,52933.28,C41736545,0.0,0.0,M1016222094,0.0,0.0,0,0
CASH_OUT,126157.94,C472953610,0.0,0.0,C682330828,6211262.89,6337420.83,0,0
CASH_OUT,27536.07,C1759514016,0.0,0.0,C285165216,2054673.14,2082209.21,0,0
CASH_IN,124726.51,C192120983,3077451.67,3202178.18,C1154602228,856872.91,732146.4,0,0
CASH_OUT,93602.23,C436609156,0.0,0.0,C926298189,697946.93,791549.15,0,0
PAYMENT,8576.6,C755514691,0.0,0.0,M1973260059,0.0,0.0,0,0
PAYMENT,11378.41,C1665754080,302360.96,290982.55,M492469261,0.0,0.0,0,0
PAYMENT,5332.46,C1668230098,40118.0,34785.54,M437029179,0.0,0.0,0,0
CASH_OUT,375170.66,C249065501,923.0,0.0,C1909601044,709265.79,1084436.45,0,0
CASH_IN,22066.31,C863428547,18437.0,40503.31,C70796797,14974.68,0.0,0,0
CASH_IN,158737.93,C905713998,10430216.94,10588954.88,C415853970,247042.58,88304.65,0,0
PAYMENT,5740.7,C1138881418,0.0,0.0,M454793423,0.0,0.0,0,0
CASH_OUT,135505.39,C1431074453,0.0,0.0,C1198783218,1791110.54,1926615.93,0,0
PAYMENT,12498.34,C1260647523,52321.0,39822.66,M2060706919,0.0,0.0,0,0
CASH_OUT,111785.71,C510181283,374829.0,263043.29,C1964826127,0.0,111785.71,0,0
CASH_OUT,69643.65,C1416066680,3594.0,0.0,C1017916803,1633605.67,1703249.31,0,0
PAYMENT,26480.06,C950775372,200253.79,173773.72,M269711201,0.0,0.0,0,0
CASH_OUT,388694.72,C1320657083,254094.0,0.0,C252157043,88777.2,477471.91,0,0
CASH_OUT,63505.58,C1360544436,0.0,0.0,C1427068633,3144278.4,2622877.19,0,0
TRANSFER,698313.36,C936158795,96984.0,0.0,C1324951196,38872.46,737185.83,0,0
CASH_IN,565307.93,C1654663981,3162726.62,3728034.54,C277339304,1432835.24,867527.31,0,0
PAYMENT,30751.52,C715913409,21510.0,0.0,M1080771800,0.0,0.0,0,0
CASH_IN,649301.65,C151556678,6962892.07,7612193.73,C749017014,1040526.54,391224.88,0,0
CASH_OUT,204181.04,C66103630,15792.0,0.0,C2087488957,3933582.44,4137763.48,0,0
CASH_OUT,35262.19,C719025386,0.0,0.0,C833179343,2357199.15,2392461.34,0,0
CASH_OUT,233888.44,C1057051641,117570.0,0.0,C1785640341,0.0,233888.44,0,0
CASH_IN,55377.25,C1465982515,3418680.25,3474057.5,C1194039279,2552298.46,2496921.22,0,0
PAYMENT,353.71,C522374533,0.0,0.0,M2009762657,0.0,0.0,0,0
CASH_OUT,317636.02,C733973175,80605.0,0.0,C201389995,538909.89,856545.91,0,0
CASH_IN,294654.46,C400140192,113681.0,408335.46,C316372969,320446.74,25792.28,0,0
CASH_OUT,290188.39,C597592772,0.0,0.0,C33743015,879257.44,1169445.83,0,0
PAYMENT,15516.71,C1488903581,0.0,0.0,M2130754295,0.0,0.0,0,0
PAYMENT,29691.01,C21687838,0.0,0.0,M1871595510,0.0,0.0,0,0
PAYMENT,8441.49,C2049563033,0.0,0.0,M775584094,0.0,0.0,0,0
PAYMENT,719.15,C1210027355,11672.0,10952.85,M2104209339,0.0,0.0,0,0
PAYMENT,10311.11,C1959825405,0.0,0.0,M589093072,0.0,0.0,0,0
CASH_IN,28664.62,C2112283423,3711682.78,3740347.41,C376443661,33338.94,4674.32,0,0
CASH_OUT,24106.13,C746346879,0.0,0.0,C1282900780,168662.13,61246.39,0,0
TRANSFER,879797.62,C2118019517,0.0,0.0,C1646166003,933692.95,1813490.57,0,0
CASH_OUT,250310.03,C1845793722,19976.0,0.0,C525196903,410748.41,661058.44,0,0
PAYMENT,17686.81,C58187514,739650.0,721963.19,M1231329297,0.0,0.0,0,0
CASH_OUT,67478.8,C1950745227,0.0,0.0,C437341177,3142703.2,3210182.0,0,0
CASH_OUT,275902.33,C840908388,0.0,0.0,C962468355,957288.77,1233191.1,0,0
CASH_IN,2603.87,C1381553465,3943715.07,3946318.93,C1265686142,975589.73,972985.87,0,0
CASH_OUT,153322.82,C158582296,0.0,0.0,C1510011101,178193.48,331516.3,0,0
CASH_IN,185618.63,C627218718,14618702.42,14804321.05,C694101255,704014.6,518395.97,0,0
CASH_OUT,18174.02,C1235699465,10248.0,0.0,C1730032709,233953.42,252127.44,0,0
CASH_OUT,519022.71,C985067013,0.0,0.0,C1587159908,2600820.32,3119843.04,0,0
CASH_OUT,111228.59,C906323033,0.0,0.0,C1472597158,563622.95,674851.54,0,0
CASH_OUT,449646.69,C1198928776,0.0,0.0,C1502424827,3039705.25,3489351.95,0,0
CASH_IN,453853.95,C1678717753,6080616.44,6534470.39,C603259212,622774.67,168920.73,0,0
CASH_OUT,52640.96,C117556796,316385.78,263744.82,C2067051782,333418.12,386059.08,0,0
CASH_OUT,55649.62,C678163614,11513.0,0.0,C1107916304,1265422.46,1321072.07,0,0
PAYMENT,13751.51,C123857529,0.0,0.0,M117422623,0.0,0.0,0,0
CASH_OUT,148663.95,C1480518447,0.0,0.0,C866527187,157260.07,305924.02,0,0
PAYMENT,6531.08,C435627686,55225.73,48694.65,M1648240470,0.0,0.0,0,0
TRANSFER,1004736.29,C1607235586,0.0,0.0,C1537929982,1536499.26,2541235.55,0,0
CASH_OUT,135507.17,C1321313238,0.0,0.0,C885042065,208107.53,343614.7,0,0
CASH_OUT,182548.78,C1360000346,0.0,0.0,C1414871853,3884903.79,4067452.57,0,0
PAYMENT,6672.62,C1632517096,0.0,0.0,M1346496677,0.0,0.0,0,0
PAYMENT,4286.68,C100384258,79855.0,75568.32,M1525445718,0.0,0.0,0,0
CASH_IN,280857.84,C135008941,5231383.28,5512241.12,C360148500,1629438.58,1310370.62,0,0
PAYMENT,8848.48,C2019171316,0.0,0.0,M359426090,0.0,0.0,0,0
PAYMENT,1544.97,C894364207,0.0,0.0,M1071267875,0.0,0.0,0,0
CASH_OUT,50156.7,C1537174581,133.0,0.0,C318105597,7236402.27,7286558.98,0,0
CASH_OUT,282930.91,C2042317659,50520.0,0.0,C1423108740,100498.48,383429.39,0,0
CASH_IN,46470.11,C2065365939,3929313.58,3975783.7,C1904448931,668824.07,622353.96,0,0
CASH_IN,100717.63,C44896526,11680.0,112397.63,C810301531,3380194.58,3279476.95,0,0
CASH_OUT,126586.78,C1791999411,0.0,0.0,C359005184,324776.26,575449.46,0,0
PAYMENT,16570.33,C1554724736,69717.0,53146.67,M433625013,0.0,0.0,0,0
PAYMENT,17698.76,C170605081,0.0,0.0,M375918779,0.0,0.0,0,0
CASH_IN,12374.2,C1481393551,720771.47,733145.67,C440082302,2827933.78,2968781.68,0,0
CASH_IN,241640.19,C1360807261,53198.0,294838.19,C423990204,13550.85,0.0,0,0
CASH_IN,154372.72,C362340762,4675277.49,4829650.21,C836423289,1986388.32,1832015.6,0,0
PAYMENT,13813.24,C43935544,0.0,0.0,M632808436,0.0,0.0,0,0
TRANSFER,511359.42,C259498701,52277.0,0.0,C2038775992,119577.27,630936.69,0,0
CASH_OUT,201120.75,C2026916224,13694.0,0.0,C299715257,2623228.06,2824348.8,0,0
CASH_IN,51842.47,C1127386280,3301513.63,3353356.1,C1548692005,1164389.09,1112546.63,0,0
CASH_OUT,219358.79,C816928528,134481.0,0.0,C2100933380,0.0,219358.79,0,0
CASH_OUT,154823.86,C1022834632,0.0,0.0,C1513776821,939945.39,1094769.25,0,0
TRANSFER,343178.49,C665422895,0.0,0.0,C1748350579,844382.93,1187561.43,0,0
TRANSFER,311911.51,C851413280,0.0,0.0,C2077719804,2713488.05,3025399.55,0,0
PAYMENT,1437.39,C592499691,52191.0,50753.61,M458488576,0.0,0.0,0,0
CASH_OUT,83592.75,C537133428,8320.0,0.0,C1061091409,0.0,83592.75,0,0
TRANSFER,487152.48,C202794138,2305.0,0.0,C1645732584,846889.65,1334042.13,0,0
PAYMENT,1499.33,C936397557,255358.0,253858.67,M1710496483,0.0,0.0,0,0
PAYMENT,34219.59,C363749026,0.0,0.0,M1515430926,0.0,0.0,0,0
PAYMENT,2252.79,C1081987060,43847.0,41594.21,M484331361,0.0,0.0,0,0
PAYMENT,674.7,C676500897,0.0,0.0,M2141554472,0.0,0.0,0,0
PAYMENT,3233.58,C132703016,0.0,0.0,M218044484,0.0,0.0,0,0
CASH_OUT,170444.49,C1934620848,210.0,0.0,C1569967197,0.0,170444.49,0,0
PAYMENT,17496.82,C1396758393,0.0,0.0,M1085134278,0.0,0.0,0,0
PAYMENT,1694.29,C2056123865,280872.0,279177.71,M1816976945,0.0,0.0,0,0
CASH_OUT,64472.63,C13312670,6098.0,0.0,C1016426304,116172.59,180645.22,0,0
CASH_OUT,358764.26,C263158265,33961.0,0.0,C1753251137,1453588.72,1812352.98,0,0
CASH_OUT,31940.91,C129066507,0.0,0.0,C124615142,735046.06,985619.37,0,0
PAYMENT,13243.53,C780537693,0.0,0.0,M2036979407,0.0,0.0,0,0
CASH_OUT,370584.17,C560334676,55215.0,0.0,C198811841,463959.59,834543.76,0,0
PAYMENT,748.41,C1654774470,0.0,0.0,M1336994609,0.0,0.0,0,0
CASH_IN,355731.57,C426915695,7506567.65,7862299.22,C1004729466,3248631.1,2892899.53,0,0
TRANSFER,5141769.94,C41354044,5141769.94,0.0,C1312570862,0.0,0.0,1,0
PAYMENT,43088.67,C2101242295,0.0,0.0,M359651845,0.0,0.0,0,0
PAYMENT,1443.26,C2038569628,87.0,0.0,M190839961,0.0,0.0,0,0
PAYMENT,27715.5,C2107157037,404332.94,376617.44,M1699926146,0.0,0.0,0,0
CASH_IN,164503.07,C1022519339,21918.0,186421.07,C437394743,639480.17,474977.1,0,0
CASH_OUT,259263.48,C912566136,0.0,0.0,C1356469052,1517629.77,1776893.25,0,0
CASH_IN,17383.81,C1620513271,28084.0,45467.81,C2146852592,110859.26,93475.45,0,0
PAYMENT,15045.7,C246744816,310.0,0.0,M27440856,0.0,0.0,0,0
PAYMENT,4728.94,C1368760728,23650.45,18921.51,M1834885158,0.0,0.0,0,0
CASH_OUT,17380.11,C826194081,171.0,0.0,C549279530,371811.06,389191.17,0,0
CASH_IN,74751.63,C1284799731,4147377.52,4222129.15,C1391014259,438477.52,363725.89,0,0
PAYMENT,62310.42,C1914450951,6034.0,0.0,M924495091,0.0,0.0,0,0
PAYMENT,9190.99,C265060154,0.0,0.0,M1133716783,0.0,0.0,0,0
PAYMENT,10803.02,C1589257469,0.0,0.0,M813850676,0.0,0.0,0,0
TRANSFER,313842.62,C783749745,0.0,0.0,C866538968,1364880.66,1678723.27,0,0
CASH_OUT,185254.15,C1127876897,0.0,0.0,C399737897,2198541.16,2383795.31,0,0
CASH_OUT,105219.98,C1188438605,17010.0,0.0,C1096988282,0.0,105219.98,0,0
PAYMENT,51969.67,C2108561371,0.0,0.0,M797061042,0.0,0.0,0,0
PAYMENT,11385.07,C419497379,1705671.55,1694286.47,M2144912339,0.0,0.0,0,0
PAYMENT,1746.08,C1279458631,31386.64,29640.56,M111510594,0.0,0.0,0,0
CASH_OUT,244474.7,C1228404691,0.0,0.0,C1566713324,4950320.96,5194795.65,0,0
CASH_OUT,92172.24,C1989272459,23153.0,0.0,C1298488320,750862.74,843034.98,0,0
CASH_OUT,134109.84,C1347068021,72520.0,0.0,C1752322655,263420.25,397530.09,0,0
CASH_IN,236317.26,C33840285,2833905.43,3070222.69,C244873304,4387384.61,4151067.34,0,0
CASH_OUT,122534.0,C568775726,219901.0,97367.0,C2103419302,844000.4,966534.4,0,0
CASH_IN,39278.98,C817547119,1885809.73,1925088.71,C1497975263,2658282.22,2619003.25,0,0
CASH_OUT,239693.16,C97890572,50300.0,0.0,C1251732887,0.0,239693.16,0,0
CASH_OUT,23837.83,C1680205557,7268.0,0.0,C1748315532,1469451.68,1493289.51,0,0
CASH_OUT,18088.42,C1902325320,0.0,0.0,C717960631,412497.22,430585.64,0,0
PAYMENT,35571.58,C404452390,35466.33,0.0,M2035983725,0.0,0.0,0,0
CASH_OUT,65627.67,C1194443744,0.0,0.0,C985129048,754751.46,820379.12,0,0
PAYMENT,10126.57,C1167663088,19829.0,9702.43,M1313139114,0.0,0.0,0,0
TRANSFER,543141.64,C397958574,0.0,0.0,C2034281467,3411201.08,3954342.72,0,0
CASH_OUT,1186.85,C849348948,76858.0,75671.15,C1303287791,1618127.83,1619314.68,0,0
PAYMENT,22988.75,C365676473,0.0,0.0,M31755197,0.0,0.0,0,0
CASH_OUT,333061.26,C921432712,0.0,0.0,C983284457,617545.01,950606.27,0,0
CASH_OUT,277675.87,C863880799,34351.0,0.0,C1816539432,0.0,277675.87,0,0
PAYMENT,3199.41,C361415419,0.0,0.0,M2131293890,0.0,0.0,0,0
CASH_OUT,237541.6,C1173778858,54207.0,0.0,C954355288,261.0,0.0,0,0
CASH_IN,61481.71,C1790011246,14662162.39,14723644.1,C2113642426,1567910.31,1506428.6,0,0
PAYMENT,6601.53,C1981783343,0.0,0.0,M1334938707,0.0,0.0,0,0
CASH_IN,88219.17,C361809231,9737122.3,9825341.47,C1819218949,2141989.84,2053770.68,0,0
CASH_OUT,75659.27,C1514970651,35591.0,0.0,C1882398293,628712.13,704371.4,0,0
CASH_OUT,80165.29,C801933900,0.0,0.0,C1883702050,181944.32,262109.61,0,0
CASH_OUT,188028.63,C2052859960,0.0,0.0,C1718839659,3496820.65,3684849.28,0,0
CASH_OUT,110375.85,C1634703059,0.0,0.0,C720583729,255389.01,365764.86,0,0
CASH_IN,12911.26,C693444542,7946356.26,7959267.52,C1264079240,1148729.67,1135818.4,0,0
CASH_OUT,46464.29,C1941098638,21528.0,0.0,C473404291,0.0,46464.29,0,0
PAYMENT,8709.82,C1024428642,0.0,0.0,M866558383,0.0,0.0,0,0
CASH_IN,287419.96,C1859759724,74619.0,362038.96,C578905991,55486.69,0.0,0,0
PAYMENT,13764.03,C2140061701,0.0,0.0,M448015962,0.0,0.0,0,0
PAYMENT,37112.4,C2097766591,0.0,0.0,M1087760354,0.0,0.0,0,0
CASH_IN,186543.67,C1622196360,9492095.22,9678638.89,C368399271,2102201.14,1915657.47,0,0
PAYMENT,5922.03,C149781350,6243.28,321.25,M83611549,0.0,0.0,0,0
PAYMENT,13038.4,C959079831,0.0,0.0,M2121201089,0.0,0.0,0,0
PAYMENT,1294.47,C1881260217,11221.0,9926.53,M52872130,0.0,0.0,0,0
CASH_IN,351903.76,C1670849676,4854848.05,5206751.81,C1782113663,2512769.83,1982491.06,0,0
PAYMENT,4571.71,C116826771,321608.22,317036.51,M194558109,0.0,0.0,0,0
TRANSFER,369472.34,C1958593645,0.0,0.0,C1888073233,710090.48,1079562.83,0,0
CASH_IN,97113.78,C702057690,5791007.52,5888121.3,C114739229,219447.15,122333.37,0,0
PAYMENT,2482.95,C1573258434,0.0,0.0,M2123867552,0.0,0.0,0,0
PAYMENT,25234.84,C727125464,0.0,0.0,M33901012,0.0,0.0,0,0
PAYMENT,5508.49,C160000169,0.0,0.0,M1893683868,0.0,0.0,0,0
TRANSFER,65031.93,C1371486699,0.0,0.0,C1063113834,1148831.9,1213863.83,0,0
PAYMENT,4563.39,C406147546,78040.43,73477.05,M409063695,0.0,0.0,0,0
CASH_OUT,73908.26,C1591987456,0.0,0.0,C2000431934,4302274.53,4376182.79,0,0
CASH_OUT,170994.27,C1280934983,148313.0,0.0,C1732826477,59198.85,230193.13,0,0
CASH_OUT,221552.0,C1401204713,100016.0,0.0,C1552916967,10134040.75,10355592.76,0,0
CASH_OUT,67789.14,C437793239,158314.76,90525.61,C1754719388,472870.0,540659.14,0,0
CASH_OUT,55909.46,C1553543948,0.0,0.0,C324916403,1616107.53,1672016.99,0,0
CASH_OUT,215530.73,C127018654,100591.0,0.0,C1989107597,0.0,215530.73,0,0
CASH_OUT,302447.21,C1470222752,0.0,0.0,C1867317980,328375.67,630822.88,0,0
PAYMENT,17645.5,C1149010250,20075.47,2429.97,M2088098477,0.0,0.0,0,0
PAYMENT,400.3,C365376207,25111.0,24710.7,M1168662918,0.0,0.0,0,0
PAYMENT,560.94,C880982215,55941.27,55380.33,M181815442,0.0,0.0,0,0
CASH_OUT,34122.44,C1817359391,0.0,0.0,C2121689755,46321.53,80443.97,0,0
CASH_IN,202213.13,C1671345268,342231.64,544444.76,C1016010587,1641370.77,1439157.64,0,0
PAYMENT,24908.43,C1633535919,7148.0,0.0,M930134985,0.0,0.0,0,0
CASH_OUT,122002.81,C1270217057,3885.0,0.0,C709190834,0.0,122002.81,0,0
TRANSFER,269209.2,C2130876725,38510.0,0.0,C1508020074,0.0,269209.2,0,0
PAYMENT,4707.4,C1330214422,28714.94,24007.53,M596166596,0.0,0.0,0,0
PAYMENT,83880.25,C1843473471,102256.0,18375.75,M1321879924,0.0,0.0,0,0
PAYMENT,2533.43,C1969333624,31330.0,28796.57,M1287257391,0.0,0.0,0,0
PAYMENT,11700.44,C1596257268,40901.39,29200.95,M2067311339,0.0,0.0,0,0
DEBIT,4256.48,C1221694312,8693.0,4436.52,C1789126340,1590614.71,1594871.2,0,0
PAYMENT,21873.53,C1417259055,117.0,0.0,M1166122664,0.0,0.0,0,0
PAYMENT,2834.66,C829034953,106158.0,103323.34,M1555455188,0.0,0.0,0,0
PAYMENT,9315.28,C1521880107,0.0,0.0,M236916791,0.0,0.0,0,0
